iter	Passed	Remaining
150	4203	51477
151	4225	51376
152	4244	51239
153	4262	51089
154	4281	50958
155	4298	50808
156	4314	50652
157	4332	50515
158	4354	50415
159	4373	50298
160	4394	50192
161	4418	50129
162	4439	50036
163	4455	49878
164	4472	49741
165	4488	49594
166	4508	49484
167	4525	49352
168	4542	49212
169	4567	49166
170	4590	49094
171	4613	49029
172	4635	48956
173	4656	48862
174	4674	48745
175	4693	48641
176	4713	48546
177	4734	48463
178	4784	48674
179	4824	48778
180	4862	48867
181	4894	48891
182	4924	48897
183	4947	48832
184	4973	48791
185	4994	48712
186	5020	48679
187	5047	48644
188	5068	48565
189	5086	48459
190	5108	48379
191	5125	48266
192	5142	48151
193	5162	48056
194	5180	47950
195	5200	47863
196	5222	47802
197	5239	47688
198	5266	47659
199	5286	47575
200	5305	47489
201	5323	47384
202	5339	47267
203	5359	47181
204	5378	47095
205	5399	47022
206	5427	47012
207	5455	47004
208	5488	47030
209	5523	47085
210	5560	47146
211	5587	47125
212	5626	47207
213	5659	47232
214	5682	47176
215	5706	47128
216	5731	47091
217	5750	47008
218	5772	46943
219	5789	46841
220	5810	46773
221	5830	46693
222	5855	46661
223	5874	46577
224	5894	46502
225	5913	46419
226	5942	46412
227	5962	46340
228	5980	46249
229	6000	46179
230	6019	46098
231	6040	46034
232	6068	46023
233	6093	45988
234	6120	45966
235	6147	45947
236	6167	45878
237	6184	45789
238	6203	45711
239	6221	45621
240	6241	45555
241	6264	45506
242	6286	45453
243	6305	45380
244	6323	45298
245	6350	45283
246	6369	45205
247	6389	45135
248	6407	45055
249	6424	44971
250	6447	44925
251	6471	44888
252	6493	44841
253	6513	44773
254	6533	44710
255	6558	44678
256	6577	44612
257	6595	44531
258	6612	44451
259	6629	44367
260	6646	44282
261	6665	44217
262	6688	44173
263	6707	44103
264	6725	44032
265	6743	43960
266	6767	43925
267	6786	43861
268	6802	43776
269	6822	43712
270	6840	43639
271	6861	43587
272	6885	43558
273	6914	43557
274	6948	43585
275	6991	43670
276	7020	43671
277	7050	43674
278	7082	43687
279	7119	43733
280	7142	43696
281	7177	43726
282	7204	43707
283	7225	43656
284	7245	43600
285	7263	43532
286	7287	43498
287	7315	43487
288	7341	43464
289	7363	43416
290	7388	43391
291	7415	43374
292	7434	43313
293	7451	43241
294	7468	43166
295	7487	43102
296	7508	43053
297	7529	43004
298	7549	42946
299	7566	42874
300	7584	42812
301	7604	42754
302	7635	42761
303	7652	42695
304	7669	42623
305	7687	42555
306	7706	42498
307	7731	42475
308	7750	42415
309	7770	42360
310	7788	42297
311	7809	42249
312	7836	42239
313	7856	42182
314	7875	42127
315	7895	42076
316	7919	42046
317	7936	41980
318	7952	41907
319	7969	41839
320	7986	41772
321	8002	41703
322	8020	41639
323	8043	41607
324	8060	41540
325	8078	41480
326	8093	41409
327	8114	41363
328	8131	41298
329	8149	41243
330	8165	41175
331	8183	41114
332	8201	41057
333	8221	41007
334	8241	40961
335	8261	40912
336	8278	40851
337	8296	40794
338	8323	40783
339	8342	40731
340	8360	40675
341	8377	40612
342	8393	40550
343	8411	40491
344	8428	40432
345	8454	40413
346	8470	40353
347	8487	40289
348	8505	40236
349	8527	40200
350	8545	40146
351	8563	40093
352	8580	40034
353	8597	39976
354	8614	39918
355	8633	39869
356	8655	39836
357	8674	39787
358	8691	39728
359	8709	39675
360	8734	39654
361	8752	39605
362	8771	39554
363	8788	39498
364	8805	39442
365	8821	39385
366	8838	39329
367	8857	39279
368	8873	39220
369	8889	39164
370	8905	39104
371	8925	39061
372	8947	39028
373	8963	38967
374	8979	38909
375	8994	38850
376	9011	38794
377	9027	38736
378	9043	38680
379	9063	38640
380	9080	38584
381	9096	38530
382	9114	38480
383	9131	38427
384	9156	38410
385	9172	38352
386	9190	38306
387	9208	38257
388	9224	38200
389	9240	38146
390	9257	38095
391	9281	38072
392	9297	38016
393	9315	37971
394	9330	37913
395	9352	37881
396	9370	37836
397	9389	37794
398	9407	37748
399	9424	37696
400	9441	37648
401	9458	37596
402	9475	37549
403	9494	37509
404	9513	37465
405	9529	37413
406	9548	37371
407	9571	37349
408	9589	37302
409	9606	37255
410	9621	37200
411	9638	37151
412	9653	37096
413	9671	37051
414	9693	37023
415	9712	36980
416	9729	36936
417	9751	36906
418	9771	36870
419	9788	36822
420	9805	36776
421	9822	36729
422	9839	36681
423	9855	36631
424	9872	36587
425	9890	36545
426	9911	36513
427	9928	36467
428	9945	36420
429	9967	36391
430	9984	36345
431	9999	36296
432	10014	36241
433	10029	36188
434	10045	36140
435	10061	36092
436	10077	36044
437	10097	36008
438	10114	35964
439	10131	35919
440	10152	35889
441	10173	35861
442	10191	35818
443	10208	35776
444	10226	35734
445	10242	35688
446	10259	35643
447	10275	35595
448	10292	35555
449	10314	35528
450	10333	35490
451	10352	35453
452	10371	35417
453	10388	35374
454	10402	35324
455	10417	35274
456	10433	35225
457	10448	35177
458	10464	35131
459	10478	35080
460	10496	35041
461	10514	35003
462	10534	34970
463	10555	34943
464	10573	34904
465	10590	34862
466	10607	34821
467	10623	34774
468	10639	34729
469	10654	34682
470	10669	34635
471	10684	34589
472	10701	34547
473	10722	34520
474	10741	34486
475	10764	34464
476	10782	34428
477	10799	34387
478	10816	34346
479	10832	34302
480	10848	34259
481	10863	34212
482	10878	34165
483	10893	34119
484	10909	34078
485	10929	34046
486	10945	34006
487	10979	34017
488	10995	33975
489	11010	33930
490	11025	33885
491	11040	33840
492	11055	33794
493	11071	33750
494	11085	33705
495	11102	33664
496	11116	33619
497	11138	33594
498	11155	33557
499	11179	33538
500	11196	33499
501	11214	33463
502	11230	33423
503	11247	33384
504	11263	33344
505	11280	33306
506	11297	33269
507	11315	33234
508	11332	33197
509	11352	33167
510	11373	33142
511	11394	33115
512	11410	33074
513	11429	33042
514	11446	33006
515	11462	32965
516	11478	32925
517	11495	32889
518	11509	32843
519	11525	32804
520	11547	32779
521	11562	32739
522	11578	32698
523	11600	32674
524	11617	32639
525	11635	32606
526	11653	32573
527	11671	32540
528	11688	32501
529	11706	32469
530	11721	32426
531	11738	32392
532	11757	32361
533	11776	32330
534	11796	32301
535	11826	32302
536	11850	32284
537	11874	32267
538	11899	32254
539	11924	32238
540	11951	32231
541	11982	32233
542	12024	32265
543	12055	32266
544	12081	32255
545	12108	32244
546	12138	32244
547	12168	32242
548	12201	32249
549	12233	32252
550	12268	32264
551	12293	32247
552	12319	32235
553	12345	32223
554	12372	32214
555	12404	32215
556	12434	32214
557	12455	32188
558	12477	32163
559	12495	32131
560	12514	32101
561	12531	32064
562	12549	32032
563	12567	31997
564	12584	31963
565	12607	31941
566	12627	31913
567	12648	31888
568	12665	31852
569	12680	31813
570	12699	31782
571	12717	31750
572	12735	31716
573	12751	31678
574	12767	31640
575	12784	31605
576	12802	31572
577	12825	31554
578	12850	31539
579	12867	31502
580	12886	31473
581	12903	31439
582	12921	31407
583	12939	31374
584	12956	31338
585	12972	31301
586	12989	31268
587	13010	31242
588	13029	31212
589	13051	31191
590	13072	31165
591	13089	31132
592	13105	31095
593	13122	31061
594	13140	31029
595	13157	30994
596	13174	30961
597	13193	30931
598	13215	30909
599	13237	30887
600	13261	30869
601	13279	30838
602	13300	30814
603	13317	30779
604	13333	30744
605	13351	30711
606	13368	30680
607	13386	30648
608	13409	30627
609	13432	30607
610	13450	30578
611	13475	30562
612	13493	30529
613	13512	30501
614	13529	30468
615	13545	30433
616	13562	30401
617	13578	30364
618	13596	30333
619	13612	30298
620	13632	30273
621	13652	30247
622	13674	30225
623	13696	30202
624	13714	30171
625	13730	30137
626	13748	30105
627	13766	30075
628	13783	30043
629	13799	30009
630	13817	29979
631	13841	29959
632	13862	29937
633	13885	29917
634	13903	29886
635	13920	29855
636	13937	29821
637	13954	29789
638	13968	29752
639	13985	29718
640	14002	29687
641	14018	29652
642	14037	29625
643	14057	29599
644	14076	29572
645	14100	29553
646	14118	29523
647	14133	29487
648	14149	29454
649	14165	29419
650	14181	29387
651	14199	29356
652	14215	29323
653	14232	29290
654	14255	29272
655	14273	29242
656	14293	29217
657	14314	29195
658	14334	29169
659	14353	29142
660	14371	29111
661	14388	29081
662	14404	29048
663	14422	29019
664	14440	28989
665	14462	28968
666	14479	28936
667	14498	28911
668	14522	28893
669	14541	28866
670	14560	28838
671	14577	28808
672	14595	28779
673	14613	28750
674	14631	28721
675	14649	28692
676	14674	28677
677	14693	28650
678	14714	28627
679	14738	28610
680	14755	28580
681	14773	28550
682	14789	28517
683	14805	28485
684	14820	28450
685	14837	28420
686	14854	28389
687	14873	28364
688	14892	28336
689	14909	28306
690	14927	28277
691	14950	28259
692	14968	28230
693	14985	28199
694	15001	28169
695	15018	28138
696	15034	28105
697	15050	28074
698	15067	28044
699	15087	28020
700	15103	27987
701	15118	27954
702	15135	27924
703	15158	27905
704	15175	27875
705	15192	27846
706	15207	27813
707	15222	27779
708	15238	27747
709	15254	27715
710	15270	27683
711	15287	27655
712	15308	27632
713	15327	27606
714	15345	27579
715	15370	27562
716	15388	27536
717	15404	27505
718	15420	27473
719	15435	27441
720	15450	27408
721	15467	27379
722	15484	27350
723	15508	27332
724	15523	27299
725	15539	27269
726	15556	27240
727	15577	27217
728	15594	27189
729	15611	27159
730	15626	27126
731	15641	27094
732	15657	27064
733	15675	27036
734	15692	27007
735	15711	26982
736	15727	26952
737	15745	26924
738	15762	26896
739	15786	26880
740	15805	26854
741	15822	26825
742	15837	26794
743	15854	26765
744	15870	26735
745	15887	26707
746	15905	26679
747	15927	26659
748	15947	26636
749	15967	26612
750	15987	26589
751	16007	26565
752	16025	26538
753	16041	26509
754	16056	26476
755	16074	26450
756	16092	26423
757	16110	26397
758	16132	26377
759	16149	26349
760	16166	26321
761	16186	26297
762	16208	26278
763	16225	26250
764	16241	26219
765	16256	26188
766	16271	26157
767	16287	26127
768	16303	26098
769	16320	26071
770	16345	26055
771	16362	26026
772	16379	25999
773	16401	25980
774	16419	25953
775	16435	25924
776	16452	25895
777	16467	25865
778	16484	25837
779	16500	25808
780	16518	25781
781	16535	25754
782	16555	25732
783	16571	25702
784	16589	25676
785	16611	25657
786	16628	25628
787	16646	25602
788	16661	25572
789	16677	25544
790	16693	25514
791	16708	25484
792	16727	25460
793	16750	25442
794	16774	25425
795	16803	25416
796	16839	25417
797	16867	25406
798	16893	25393
799	16916	25374
800	16944	25363
801	16979	25363
802	17024	25377
803	17076	25402
804	17114	25406
805	17154	25412
806	17189	25411
807	17223	25408
808	17252	25399
809	17279	25386
810	17311	25379
811	17338	25367
812	17375	25368
813	17399	25351
814	17423	25334
815	17449	25319
816	17477	25307
817	17511	25303
818	17540	25294
819	17569	25282
820	17605	25282
821	17633	25270
822	17667	25266
823	17700	25262
824	17728	25249
825	17758	25239
826	17787	25229
827	17821	25225
828	17849	25212
829	17879	25203
830	17914	25200
831	17948	25197
832	17977	25186
833	18001	25167
834	18029	25154
835	18056	25141
836	18089	25135
837	18124	25131
838	18157	25126
839	18192	25123
840	18220	25110
841	18249	25098
842	18284	25095
843	18312	25082
844	18342	25071
845	18375	25065
846	18398	25044
847	18418	25021
848	18434	24992
849	18454	24967
850	18478	24949
851	18504	24933
852	18530	24917
853	18557	24902
854	18589	24894
855	18618	24883
856	18658	24884
857	18690	24877
858	18731	24880
859	18759	24866
860	18779	24842
861	18803	24823
862	18832	24811
863	18865	24804
864	18897	24795
865	18929	24788
866	18958	24774
867	18989	24764
868	19012	24744
869	19033	24721
870	19051	24694
871	19071	24670
872	19094	24650
873	19114	24625
874	19131	24598
875	19149	24570
876	19171	24549
877	19201	24537
878	19225	24518
879	19250	24500
880	19278	24486
881	19307	24473
882	19328	24450
883	19347	24425
884	19364	24397
885	19384	24373
886	19425	24374
887	19446	24351
888	19468	24329
889	19488	24306
890	19522	24298
891	19542	24274
892	19559	24246
893	19577	24220
894	19597	24195
895	19619	24174
896	19640	24150
897	19657	24123
898	19675	24096
899	19694	24070
900	19719	24052
901	19738	24027
902	19755	23999
903	19772	23971
904	19789	23944
905	19809	23919
906	19834	23902
907	19853	23876
908	19869	23847
909	19886	23820
910	19904	23793
911	19931	23778
912	19949	23751
913	19967	23725
914	19984	23697
915	20001	23669
916	20018	23642
917	20046	23628
918	20064	23601
919	20082	23575
920	20099	23547
921	20116	23519
922	20143	23504
923	20162	23479
924	20179	23452
925	20197	23425
926	20214	23398
927	20233	23373
928	20256	23353
929	20276	23328
930	20293	23301
931	20310	23274
932	20328	23247
933	20354	23231
934	20374	23207
935	20392	23181
936	20409	23153
937	20426	23127
938	20444	23100
939	20472	23086
940	20491	23061
941	20508	23033
942	20527	23009
943	20548	22986
944	20570	22965
945	20591	22942
946	20607	22914
947	20623	22886
948	20639	22858
949	20658	22833
950	20685	22817
951	20703	22791
952	20719	22763
953	20738	22738
954	20765	22721
955	20785	22698
956	20802	22672
957	20820	22645
958	20836	22617
959	20852	22589
960	20872	22567
961	20896	22547
962	20916	22523
963	20936	22500
964	20958	22478
965	20988	22465
966	21007	22441
967	21026	22416
968	21045	22392
969	21064	22367
970	21083	22342
971	21111	22327
972	21131	22304
973	21150	22279
974	21171	22256
975	21198	22241
976	21218	22217
977	21235	22191
978	21254	22165
979	21271	22139
980	21289	22114
981	21311	22093
982	21330	22067
983	21348	22042
984	21365	22016
985	21382	21990
986	21423	21987
987	21451	21972
988	21468	21945
989	21485	21919
990	21503	21893
991	21525	21872
992	21542	21846
993	21561	21822
994	21579	21796
995	21596	21769
996	21623	21753
997	21642	21728
998	21659	21702
999	21678	21678
1000	21697	21654
1001	21714	21628
1002	21739	21609
1003	21757	21584
1004	21775	21558
1005	21791	21531
1006	21808	21505
1007	21831	21485
1008	21851	21461
1009	21867	21434
1010	21884	21408
1011	21900	21381
1012	21917	21354
1013	21938	21332
1014	21956	21307
1015	21975	21283
1016	21990	21255
1017	22006	21228
1018	22023	21202
1019	22048	21183
1020	22064	21156
1021	22080	21129
1022	22097	21103
1023	22113	21077
1024	22132	21052
1025	22165	21041
1026	22183	21017
1027	22202	20992
1028	22219	20966
1029	22241	20946
1030	22260	20921
1031	22276	20894
1032	22292	20868
1033	22307	20840
1034	22325	20815
1035	22342	20789
1036	22363	20767
1037	22379	20740
1038	22395	20714
1039	22411	20687
1040	22428	20662
1041	22451	20641
1042	22469	20616
1043	22485	20589
1044	22500	20562
1045	22516	20536
1046	22533	20510
1047	22551	20485
1048	22576	20467
1049	22593	20441
1050	22606	20412
1051	22620	20384
1052	22638	20359
1053	22660	20338
1054	22678	20313
1055	22694	20287
1056	22709	20260
1057	22725	20234
1058	22741	20207
1059	22758	20182
1060	22779	20160
1061	22796	20134
1062	22812	20108
1063	22828	20082
1064	22845	20056
1065	22867	20035
1066	22884	20010
1067	22903	19986
1068	22917	19959
1069	22932	19932
1070	22947	19905
1071	22966	19881
1072	22989	19861
1073	23006	19836
1074	23022	19810
1075	23039	19784
1076	23054	19757
1077	23076	19737
1078	23095	19713
1079	23112	19688
1080	23128	19662
1081	23144	19636
1082	23160	19610
1083	23180	19587
1084	23202	19567
1085	23220	19542
1086	23235	19516
1087	23252	19490
1088	23273	19468
1089	23296	19449
1090	23314	19425
1091	23330	19399
1092	23346	19373
1093	23361	19346
1094	23379	19322
1095	23395	19297
1096	23416	19275
1097	23434	19251
1098	23450	19225
1099	23467	19200
1100	23497	19186
1101	23514	19161
1102	23531	19136
1103	23548	19111
1104	23565	19086
1105	23582	19062
1106	23602	19040
1107	23620	19016
1108	23638	18991
1109	23653	18965
1110	23668	18939
1111	23684	18913
1112	23704	18891
1113	23731	18874
1114	23752	18852
1115	23769	18828
1116	23788	18805
1117	23813	18786
1118	23829	18761
1119	23845	18735
1120	23861	18710
1121	23878	18685
1122	23895	18660
1123	23912	18636
1124	23932	18613
1125	23950	18590
1126	23968	18566
1127	23987	18543
1128	24011	18524
1129	24032	18503
1130	24055	18482
1131	24078	18462
1132	24100	18442
1133	24124	18423
1134	24153	18407
1135	24177	18388
1136	24201	18369
1137	24234	18356
1138	24257	18336
1139	24276	18314
1140	24300	18294
1141	24324	18275
1142	24355	18261
1143	24386	18247
1144	24410	18227
1145	24465	18231
1146	24490	18213
1147	24518	18196
1148	24557	18188
1149	24590	18175
1150	24623	18162
1151	24657	18150
1152	24684	18133
1153	24712	18117
1154	24739	18099
1155	24766	18081
1156	24798	18068
1157	24827	18052
1158	24862	18041
1159	24888	18022
1160	24914	18004
1161	24938	17985
1162	24961	17964
1163	24989	17948
1164	25016	17930
1165	25043	17912
1166	25076	17899
1167	25101	17880
1168	25125	17861
1169	25153	17843
1170	25180	17826
1171	25202	17805
1172	25231	17788
1173	25258	17771
1174	25290	17756
1175	25313	17736
1176	25343	17721
1177	25369	17702
1178	25393	17683
1179	25418	17663
1180	25452	17650
1181	25479	17632
1182	25511	17618
1183	25535	17598
1184	25557	17577
1185	25576	17554
1186	25596	17531
1187	25615	17507
1188	25633	17484
1189	25653	17461
1190	25670	17437
1191	25688	17412
1192	25713	17393
1193	25730	17369
1194	25746	17343
1195	25763	17318
1196	25778	17293
1197	25794	17268
1198	25810	17243
1199	25827	17218
1200	25847	17195
1201	25869	17174
1202	25888	17151
1203	25911	17130
1204	25933	17109
1205	25951	17085
1206	25967	17060
1207	25984	17035
1208	26000	17011
1209	26019	16988
1210	26035	16963
1211	26052	16938
1212	26075	16917
1213	26096	16896
1214	26119	16875
1215	26141	16854
1216	26166	16834
1217	26185	16812
1218	26208	16791
1219	26232	16771
1220	26253	16750
1221	26282	16733
1222	26315	16719
1223	26347	16703
1224	26366	16680
1225	26388	16659
1226	26406	16636
1227	26424	16612
1228	26443	16589
1229	26464	16566
1230	26493	16550
1231	26515	16529
1232	26548	16514
1233	26573	16495
1234	26603	16478
1235	26630	16460
1236	26659	16443
1237	26685	16425
1238	26721	16412
1239	26752	16396
1240	26783	16381
1241	26821	16369
1242	26846	16349
1243	26883	16337
1244	26911	16319
1245	26944	16304
1246	26978	16290
1247	27016	16279
1248	27051	16265
1249	27079	16247
1250	27106	16229
1251	27138	16213
1252	27172	16199
1253	27205	16184
1254	27239	16170
1255	27270	16153
1256	27299	16136
1257	27330	16119
1258	27362	16104
1259	27395	16089
1260	27423	16071
1261	27460	16058
1262	27497	16045
1263	27537	16034
1264	27568	16018
1265	27608	16006
1266	27642	15991
1267	27676	15977
1268	27712	15963
1269	27745	15948
1270	27782	15935
1271	27821	15922
1272	27859	15910
1273	27893	15895
1274	27921	15877
1275	27954	15861
1276	27991	15848
1277	28039	15840
1278	28075	15826
1279	28108	15810
1280	28141	15795
1281	28183	15784
1282	28230	15776
1283	28258	15758
1284	28297	15745
1285	28341	15735
1286	28376	15720
1287	28420	15710
1288	28457	15696
1289	28487	15679
1290	28519	15662
1291	28550	15645
1292	28581	15628
1293	28621	15615
1294	28662	15603
1295	28694	15586
1296	28734	15574
1297	28778	15564
1298	28819	15552
1299	28851	15535
1300	28885	15519
1301	28916	15501
1302	28949	15485
1303	28977	15466
1304	29002	15445
1305	29030	15426
1306	29057	15406
1307	29091	15391
1308	29125	15375
1309	29160	15359
1310	29194	15343
1311	29222	15323
1312	29243	15301
1313	29264	15278
1314	29293	15259
1315	29318	15238
1316	29340	15216
1317	29358	15191
1318	29381	15169
1319	29400	15145
1320	29420	15122
1321	29440	15098
1322	29460	15075
1323	29488	15056
1324	29522	15039
1325	29552	15021
1326	29593	15008
1327	29630	14993
1328	29668	14979
1329	29705	14964
1330	29751	14953
1331	29789	14939
1332	29821	14921
1333	29853	14904
1334	29886	14887
1335	29916	14868
1336	29947	14850
1337	29975	14831
1338	30044	14831
1339	30073	14812
1340	30102	14793
1341	30137	14777
1342	30183	14765
1343	30213	14747
1344	30239	14726
1345	30259	14702
1346	30283	14680
1347	30301	14655
1348	30318	14630
1349	30335	14605
1350	30356	14582
1351	30377	14559
1352	30396	14535
1353	30422	14514
1354	30443	14491
1355	30461	14466
1356	30477	14441
1357	30495	14416
1358	30518	14394
1359	30534	14369
1360	30552	14344
1361	30571	14320
1362	30594	14298
1363	30616	14275
1364	30643	14255
1365	30664	14232
1366	30681	14207
1367	30699	14182
1368	30718	14158
1369	30738	14135
1370	30756	14110
1371	30774	14086
1372	30793	14062
1373	30815	14039
1374	30835	14016
1375	30857	13993
1376	30876	13969
1377	30894	13944
1378	30910	13920
1379	30927	13895
1380	30944	13869
1381	30960	13844
1382	30976	13819
1383	30997	13796
1384	31018	13773
1385	31042	13752
1386	31063	13728
1387	31081	13704
1388	31098	13679
1389	31114	13654
1390	31132	13630
1391	31149	13605
1392	31165	13580
1393	31182	13555
1394	31202	13532
1395	31222	13508
1396	31249	13488
1397	31266	13463
1398	31281	13438
1399	31299	13413
1400	31315	13389
1401	31332	13364
1402	31351	13340
1403	31366	13314
1404	31381	13289
1405	31403	13267
1406	31436	13249
1407	31459	13227
1408	31476	13202
1409	31493	13178
1410	31509	13153
1411	31527	13129
1412	31542	13103
1413	31559	13078
1414	31575	13054
1415	31591	13029
1416	31614	13007
1417	31633	12983
1418	31647	12957
1419	31671	12936
1420	31688	12911
1421	31704	12886
1422	31719	12861
1423	31735	12836
1424	31750	12811
1425	31765	12786
1426	31780	12761
1427	31797	12736
1428	31817	12713
1429	31835	12689
1430	31852	12665
1431	31873	12642
1432	31891	12618
1433	31907	12593
1434	31922	12568
1435	31938	12543
1436	31953	12519
1437	31969	12494
1438	31986	12469
1439	32003	12445
1440	32023	12422
1441	32041	12398
1442	32060	12375
1443	32081	12352
1444	32101	12329
1445	32116	12304
1446	32131	12279
1447	32146	12254
1448	32160	12229
1449	32175	12204
1450	32191	12180
1451	32207	12155
1452	32229	12133
1453	32247	12109
1454	32265	12085
1455	32287	12063
1456	32307	12040
1457	32326	12017
1458	32342	11992
1459	32357	11967
1460	32373	11943
1461	32389	11918
1462	32404	11894
1463	32419	11869
1464	32443	11847
1465	32459	11823
1466	32477	11799
1467	32500	11778
1468	32518	11754
1469	32534	11730
1470	32550	11705
1471	32564	11680
1472	32580	11656
1473	32596	11632
1474	32612	11607
1475	32631	11584
1476	32655	11563
1477	32671	11539
1478	32690	11515
1479	32711	11493
1480	32729	11469
1481	32745	11445
1482	32762	11421
1483	32778	11397
1484	32795	11373
1485	32811	11349
1486	32828	11325
1487	32844	11301
1488	32867	11279
1489	32884	11255
1490	32899	11231
1491	32923	11209
1492	32939	11185
1493	32953	11161
1494	32969	11136
1495	32985	11112
1496	33002	11088
1497	33019	11065
1498	33036	11041
1499	33052	11017
1500	33074	10995
1501	33092	10972
1502	33109	10948
1503	33134	10927
1504	33152	10903
1505	33167	10879
1506	33184	10856
1507	33201	10832
1508	33218	10808
1509	33235	10785
1510	33251	10760
1511	33267	10737
1512	33288	10714
1513	33306	10691
1514	33322	10667
1515	33346	10646
1516	33363	10622
1517	33379	10598
1518	33393	10574
1519	33407	10549
1520	33422	10525
1521	33439	10501
1522	33455	10478
1523	33473	10455
1524	33491	10431
1525	33507	10407
1526	33522	10383
1527	33540	10360
1528	33561	10338
1529	33578	10314
1530	33592	10290
1531	33607	10266
1532	33624	10242
1533	33639	10219
1534	33656	10195
1535	33676	10173
1536	33699	10151
1537	33716	10128
1538	33736	10105
1539	33760	10084
1540	33777	10060
1541	33792	10036
1542	33808	10013
1543	33825	9989
1544	33841	9966
1545	33857	9942
1546	33875	9919
1547	33892	9896
1548	33908	9872
1549	33924	9849
1550	33940	9825
1551	33963	9803
1552	33980	9780
1553	33995	9756
1554	34009	9732
1555	34025	9708
1556	34040	9685
1557	34053	9660
1558	34071	9637
1559	34091	9615
1560	34108	9592
1561	34123	9568
1562	34138	9544
1563	34153	9521
1564	34177	9499
1565	34195	9476
1566	34212	9453
1567	34227	9429
1568	34242	9406
1569	34258	9382
1570	34274	9359
1571	34294	9337
1572	34313	9314
1573	34329	9291
1574	34345	9267
1575	34361	9244
1576	34384	9223
1577	34406	9201
1578	34422	9177
1579	34437	9154
1580	34451	9130
1581	34466	9106
1582	34481	9083
1583	34501	9060
1584	34521	9038
1585	34537	9015
1586	34552	8991
1587	34568	8968
1588	34587	8946
1589	34606	8923
1590	34623	8900
1591	34638	8877
1592	34654	8853
1593	34669	8830
1594	34684	8807
1595	34702	8784
1596	34721	8761
1597	34737	8738
1598	34752	8715
1599	34770	8692
1600	34789	8670
1601	34810	8648
1602	34829	8625
1603	34845	8602
1604	34861	8579
1605	34878	8556
1606	34897	8534
1607	34919	8512
1608	34936	8489
1609	34954	8467
1610	34969	8443
1611	34986	8421
1612	35008	8399
1613	35024	8376
1614	35039	8353
1615	35055	8329
1616	35069	8306
1617	35085	8283
1618	35102	8260
1619	35120	8238
1620	35140	8216
1621	35157	8193
1622	35173	8170
1623	35192	8148
1624	35213	8126
1625	35230	8103
1626	35245	8080
1627	35259	8056
1628	35275	8033
1629	35290	8010
1630	35306	7987
1631	35329	7966
1632	35347	7943
1633	35365	7921
1634	35383	7898
1635	35412	7879
1636	35431	7856
1637	35448	7834
1638	35465	7811
1639	35482	7788
1640	35498	7765
1641	35516	7743
1642	35538	7722
1643	35558	7700
1644	35577	7677
1645	35594	7655
1646	35619	7634
1647	35638	7612
1648	35654	7589
1649	35670	7566
1650	35686	7543
1651	35702	7520
1652	35721	7498
1653	35743	7477
1654	35760	7454
1655	35777	7432
1656	35792	7409
1657	35812	7387
1658	35834	7365
1659	35851	7342
1660	35867	7320
1661	35882	7297
1662	35899	7274
1663	35917	7252
1664	35938	7230
1665	35959	7209
