iter	Logloss
284	0.2356029907
285	0.2355293488
286	0.2354041551
287	0.2353259273
288	0.2352144391
289	0.235134203
290	0.2348665421
291	0.2347983253
292	0.2347257797
293	0.2346606633
294	0.2345919281
295	0.2344914641
296	0.2343566116
297	0.2342908855
298	0.2339374304
299	0.2338824248
300	0.2335682007
301	0.2334708147
302	0.2334088187
303	0.2332269283
304	0.2331606599
305	0.2330732523
306	0.2330221318
307	0.2329194448
308	0.2328280458
309	0.2327753863
310	0.2326077275
311	0.2324323835
312	0.2320595392
313	0.231855553
314	0.2317780561
315	0.2316869304
316	0.2316094427
317	0.2315394635
318	0.2314849408
319	0.2313777551
320	0.2311391232
321	0.2310682129
322	0.2309874007
323	0.230915815
324	0.2308375408
325	0.230775315
326	0.2307246973
327	0.2306676196
328	0.2305184512
329	0.2304459243
330	0.2303655682
331	0.2303110455
332	0.2302139791
333	0.2301579955
334	0.2301107181
335	0.2300591389
336	0.2299920873
337	0.2299204256
338	0.2298614879
339	0.2297874657
340	0.2295886041
341	0.2294987377
342	0.2294348371
343	0.2293639998
344	0.2293063877
345	0.2292503503
346	0.2291988816
347	0.229152834
348	0.2290940975
349	0.2290513448
350	0.2289606419
351	0.2288078714
352	0.2287511681
353	0.228672372
354	0.2285789521
355	0.2285275069
356	0.2284907348
357	0.2284413578
358	0.2283803569
359	0.2283360766
360	0.2282639753
361	0.2281678873
362	0.2281000489
363	0.2280405636
364	0.2279996403
365	0.2279349
366	0.2277949866
367	0.2276760758
368	0.2276223932
369	0.2275753656
370	0.2275179632
371	0.2274430263
372	0.2273992206
373	0.2273337343
374	0.2272875439
375	0.2271559506
376	0.2271067742
377	0.2270458934
378	0.2270135217
379	0.2269572362
380	0.2269012946
381	0.2268386077
382	0.2267745518
383	0.2267250856
384	0.2266582011
385	0.2266139656
386	0.2261893282
387	0.2261419122
388	0.2260777224
389	0.2258876969
390	0.2258371315
391	0.2256619321
392	0.2256232458
393	0.2254170596
394	0.2252707993
395	0.2252091104
396	0.2251322451
397	0.2250790626
398	0.22503845
399	0.2248786533
400	0.2247338266
401	0.2246690856
402	0.224630321
403	0.2245815559
404	0.2245404557
405	0.2244874638
406	0.2244509119
407	0.2243958472
408	0.2243449151
409	0.224277263
410	0.2242265926
411	0.2241621478
412	0.2241324419
413	0.224079791
414	0.2240020243
415	0.2239180223
416	0.2238617153
417	0.2238029531
418	0.2237628217
419	0.223715384
420	0.2236530672
421	0.223577667
422	0.2235397886
423	0.2235077028
424	0.2234380678
425	0.2233980855
426	0.223344712
427	0.2232751832
428	0.2232309687
429	0.2231728279
430	0.223111251
431	0.2230411408
432	0.2230089599
433	0.2229562142
434	0.2228378568
435	0.2227942421
436	0.2227044374
437	0.2226570048
438	0.2225911461
439	0.2225377795
440	0.2224786881
441	0.2223262514
442	0.2222849119
443	0.2222316344
444	0.2221896539
445	0.2221467822
446	0.2220934323
447	0.2220383885
448	0.2219984994
449	0.221951453
450	0.2218950361
451	0.221846598
452	0.2218010661
453	0.2217051172
454	0.2216150973
455	0.2215647682
456	0.2214947814
457	0.2214417039
458	0.2213701013
459	0.2213315858
460	0.2212834395
461	0.221208535
462	0.2211588999
463	0.2211204492
464	0.2210758799
465	0.2210119475
466	0.2209618045
467	0.2209084435
468	0.2208533046
469	0.2208083864
470	0.2207663296
471	0.2207162096
472	0.2206822789
473	0.2206301764
474	0.2205894184
475	0.2205500799
476	0.2204238473
477	0.2203878127
478	0.2203430614
479	0.2203104103
480	0.220213309
481	0.2201599081
482	0.2200585451
483	0.2199953383
484	0.2199525814
485	0.219903133
486	0.2198623444
487	0.219800519
488	0.2197731383
489	0.2197338134
490	0.2196853515
491	0.2196378721
492	0.2195898964
493	0.2194592788
494	0.2194060571
495	0.2193679295
496	0.2193390335
497	0.2193066246
498	0.2192658119
499	0.2191568574
500	0.2191142552
501	0.2190715785
502	0.2190432424
503	0.2189979322
504	0.2189510334
505	0.2189132241
506	0.2188595764
507	0.2187982482
508	0.2187518249
509	0.2186966234
510	0.2186413553
511	0.2186023665
512	0.2185744543
513	0.2185038987
514	0.2184434219
515	0.2184004226
516	0.2182904936
517	0.2182540987
518	0.2182177823
519	0.2181617192
520	0.218122376
521	0.2180909125
522	0.2180561655
523	0.2179971876
524	0.2179376571
525	0.2178812725
526	0.2178415024
527	0.2177758729
528	0.2177363034
529	0.2176848551
530	0.2176531215
531	0.2176026278
532	0.2175614279
533	0.2175200424
534	0.2174636406
535	0.2174029716
536	0.2173690814
537	0.2173253481
538	0.2172856336
539	0.2172442931
540	0.217195021
541	0.2171516721
542	0.217088489
543	0.2170214462
544	0.2169606968
545	0.2169227988
546	0.2168705891
547	0.2168332644
548	0.2168039343
549	0.216767083
550	0.2167357238
551	0.2166954982
552	0.2166629743
553	0.2166291431
554	0.2166052339
555	0.2165204656
556	0.2164733074
557	0.21642633
558	0.2163841028
559	0.216343709
560	0.216305724
561	0.2162675892
562	0.2162167351
563	0.2161654643
564	0.2161167243
565	0.2160782325
566	0.2160444403
567	0.2159828081
568	0.2159367484
569	0.2158694152
570	0.2158228302
571	0.2157899879
572	0.2156963646
573	0.2156518171
574	0.2156147962
575	0.2155857955
576	0.215449528
577	0.2154112555
578	0.215367257
579	0.2153391992
580	0.2153088761
581	0.2152774821
582	0.2152149136
583	0.2151668373
584	0.2151367195
585	0.2150951694
586	0.2150581548
587	0.214949355
588	0.2149163283
589	0.2148793873
590	0.2148254637
591	0.2147900594
592	0.2147543383
593	0.2147123393
594	0.2146781278
595	0.2145657635
596	0.214443836
597	0.2144022838
598	0.2143545878
599	0.2143130149
600	0.21425399
601	0.2142244742
602	0.2141961186
603	0.2141623292
604	0.2141357961
605	0.2140981691
606	0.2140660056
607	0.2140207647
608	0.2139874911
609	0.2139556436
610	0.2139296145
611	0.2138950766
612	0.2138565293
613	0.2138104295
614	0.2137729473
615	0.2137421211
616	0.2137060025
617	0.2136688532
618	0.2136210816
619	0.2135740025
620	0.2135386375
621	0.2134656935
622	0.2134239596
623	0.2133872666
624	0.2133555806
625	0.2133165339
626	0.2132850969
627	0.2132523735
628	0.2132136642
629	0.2131935924
630	0.2130962865
631	0.2129035152
632	0.2128673656
633	0.2128218055
634	0.2127861221
635	0.2127530395
636	0.212726776
637	0.2126943548
638	0.2126620289
639	0.2126405229
640	0.2126065995
641	0.2125740218
642	0.2125293533
643	0.2124964483
644	0.2124536604
645	0.212386092
646	0.2123034766
647	0.2122789359
648	0.2122469181
649	0.2122068903
650	0.212177398
651	0.2121449024
652	0.2121031877
653	0.21206658
654	0.2120304171
655	0.2119978787
656	0.211902831
657	0.2118666841
658	0.2118318268
659	0.2117994001
660	0.2117603292
661	0.2117218135
662	0.2116950352
663	0.211664092
664	0.2116300514
665	0.2115973257
666	0.2115441967
667	0.2115019666
668	0.2114637306
669	0.2113957201
670	0.2113533476
671	0.2113197171
672	0.2111932745
673	0.2111667102
674	0.2111379098
675	0.2111037186
676	0.2110748558
677	0.2109663739
678	0.210933118
679	0.2109022132
680	0.2108649426
681	0.2108271552
682	0.2107999763
683	0.2107730533
684	0.210731882
685	0.2107009477
686	0.2106271495
687	0.2105899908
688	0.2105523323
689	0.2105234012
690	0.2104973458
691	0.2104612186
692	0.2104274631
693	0.2103898856
694	0.2103610447
695	0.2103194224
696	0.2102852001
697	0.2102563655
698	0.2102237637
699	0.2101991309
700	0.2101768818
701	0.2100915578
702	0.210057514
703	0.2100335461
704	0.2100004969
705	0.2099637619
706	0.2099325096
707	0.2099078575
708	0.2098811533
709	0.209852679
710	0.2098028359
711	0.2097736011
712	0.2097433477
713	0.2096953088
714	0.2096616098
715	0.2096267142
716	0.2095722816
717	0.2095519723
718	0.2095214838
719	0.2093979057
720	0.2093689481
721	0.2093388058
722	0.2093030463
723	0.2092700714
724	0.2092484322
725	0.2092183377
726	0.2091890587
727	0.209158599
728	0.2091089757
729	0.2090739031
730	0.2090325261
731	0.2089910682
732	0.2089498527
733	0.2089193887
734	0.2088884134
735	0.2088519786
736	0.2087933004
737	0.2087523028
738	0.2087155028
739	0.2086687137
740	0.2086364486
741	0.2086082221
742	0.2085781102
743	0.2085391573
744	0.2084990936
745	0.2084772541
746	0.2084595178
747	0.2084267226
748	0.2083556034
749	0.2083345836
750	0.2082626287
751	0.2081829137
752	0.208148282
753	0.2081201103
754	0.2080968739
755	0.208063334
756	0.2080225688
757	0.2079838671
758	0.207958017
759	0.2079208626
760	0.2078893006
761	0.2078515202
762	0.2077608835
763	0.2077210252
764	0.2076928758
765	0.2076675062
766	0.2076421446
767	0.2076173558
768	0.2075743159
769	0.2075360119
770	0.2075106643
771	0.2074758318
772	0.2074495053
773	0.2074149958
774	0.207388535
775	0.2073569932
776	0.2073285749
777	0.2072990746
778	0.207271518
779	0.2072400901
780	0.2072127473
781	0.2071816023
782	0.2071617539
783	0.2071392754
784	0.2071092117
785	0.2070524363
786	0.2070254396
787	0.2069842603
788	0.2069547673
789	0.2069266324
790	0.2068993075
791	0.2068759114
792	0.2068318755
793	0.2067982644
794	0.2067821165
795	0.2067574042
796	0.2067246447
797	0.2066861897
798	0.2066498386
799	0.2066228233
800	0.2065942757
801	0.2065635992
802	0.2065348592
803	0.2064982901
804	0.2064659458
805	0.2064393777
806	0.2064065983
807	0.206383203
808	0.2063602986
809	0.206331097
810	0.2062897493
811	0.2062635569
812	0.206238618
813	0.2062099813
814	0.2061807295
815	0.2061062712
816	0.2060836963
817	0.2060589798
818	0.206024664
819	0.2059955426
820	0.205959118
821	0.2059263839
822	0.2058947063
823	0.2058683601
824	0.2058362821
825	0.2058095463
826	0.2057403406
827	0.2057088233
828	0.2056725338
829	0.2056430647
830	0.205597601
831	0.2055674032
832	0.205534228
833	0.2055118748
834	0.2054860212
835	0.20545433
836	0.2054250156
837	0.2054056751
838	0.2053832618
839	0.2053383033
840	0.2053070236
841	0.2052728153
842	0.2052356588
843	0.2052041108
844	0.2051780217
845	0.205151118
846	0.2051074548
847	0.2050826
848	0.2050636417
849	0.2050216602
850	0.2049882742
851	0.204956283
852	0.2049332495
853	0.2049156995
854	0.2048825943
855	0.2048481212
856	0.2048107259
857	0.204774026
858	0.2047354596
859	0.2047107904
860	0.2046925855
861	0.2046705197
862	0.2046392079
863	0.2046118827
864	0.2045805831
865	0.2045452305
866	0.2045151555
867	0.2044828631
868	0.2044640207
869	0.2044414285
870	0.2044116628
871	0.2043812144
872	0.2043431323
873	0.2043232437
874	0.2042890073
875	0.2042242146
876	0.2042059744
877	0.204176096
878	0.2041506203
879	0.2041206846
880	0.2040931976
881	0.2040603197
882	0.20403031
883	0.2039981998
884	0.2039756254
885	0.2039436425
886	0.2039218842
887	0.2038942877
888	0.2038578115
889	0.2038278068
890	0.2037989454
891	0.2037689092
892	0.2037351136
893	0.20370261
894	0.203677352
895	0.2036578394
896	0.2036325812
897	0.2035953754
898	0.2035626104
899	0.2035364184
900	0.2034377753
901	0.2034082656
902	0.2033174664
903	0.2032872588
904	0.2032622136
905	0.2032355961
906	0.2032115552
907	0.2031881344
908	0.2031000465
909	0.2030758959
910	0.2030515569
911	0.2030266473
912	0.2029609918
913	0.2029371115
914	0.2028990967
915	0.2028752267
916	0.2028512816
917	0.2028231572
918	0.2027902344
919	0.2027554206
920	0.202730649
921	0.2027115803
922	0.2026829244
923	0.2026135639
924	0.2025953803
925	0.2025707001
926	0.2025422797
927	0.2025169769
928	0.2024916998
929	0.2024539827
930	0.202426034
931	0.2024053698
932	0.2023768767
933	0.2023537827
934	0.2023254748
935	0.2022965729
936	0.2022693021
937	0.2022470738
938	0.2022164975
939	0.2021971833
940	0.2021724183
941	0.2021449246
942	0.2021123093
943	0.2020890908
944	0.2020555295
945	0.2020222639
946	0.2020062668
947	0.201982815
948	0.2019601144
949	0.2019277355
950	0.201831814
951	0.2018013849
952	0.2017792192
953	0.2017461946
954	0.2017197771
955	0.2016915912
956	0.201670061
957	0.2016359595
958	0.2016094465
959	0.2015900274
960	0.2015649674
961	0.201537383
962	0.2015131917
963	0.2014777768
964	0.2014598325
965	0.2014325325
966	0.2013977703
967	0.2013762201
968	0.2013479896
969	0.201301709
970	0.2012637271
971	0.2012382094
972	0.2012011825
973	0.2011749081
974	0.2011593008
975	0.2011319353
976	0.201108616
977	0.2010766046
978	0.2010512796
979	0.2010250606
980	0.2010027507
981	0.200969806
982	0.2009443064
983	0.2009071483
984	0.2008782723
985	0.2008440173
986	0.2008154603
987	0.2007849673
988	0.2007587394
989	0.2007312342
990	0.2007048609
991	0.2006827308
992	0.2006569998
993	0.2006302306
994	0.2006123539
995	0.2005826738
996	0.2004899364
997	0.2004655988
998	0.200443907
999	0.200414203
1000	0.2003742577
1001	0.2003495478
1002	0.2003292107
1003	0.2003045996
1004	0.2002851518
1005	0.2002586931
1006	0.200230327
1007	0.2002016665
1008	0.2001817567
1009	0.2001526345
1010	0.2001260717
1011	0.2000983729
1012	0.2000597558
1013	0.2000354806
1014	0.200015666
1015	0.1999846056
1016	0.1999551707
1017	0.1999290329
1018	0.1999026846
1019	0.1998803178
1020	0.1998538884
1021	0.1998341814
1022	0.1998112147
1023	0.199791774
1024	0.1997551033
1025	0.1996746708
1026	0.1996395671
1027	0.1996173679
1028	0.1995911271
1029	0.1995701413
1030	0.1995392781
1031	0.1995197989
1032	0.1994956874
1033	0.1994740481
1034	0.1994425707
1035	0.1994200947
1036	0.1993967939
1037	0.1993758842
1038	0.199340625
1039	0.1993149967
1040	0.1992401777
1041	0.1992031258
1042	0.1991752023
1043	0.1991495443
1044	0.1991219301
1045	0.1991001109
1046	0.1990708652
1047	0.1990462136
1048	0.1990195919
1049	0.1989999845
1050	0.1989745651
1051	0.198908102
1052	0.1988867805
1053	0.198865997
1054	0.1988366302
1055	0.1988038972
1056	0.1987819219
1057	0.1987534683
1058	0.1987314486
1059	0.1987130144
1060	0.1986868191
1061	0.1986692134
1062	0.1986297066
1063	0.1986010411
1064	0.1985695477
1065	0.1985437743
1066	0.1985127081
1067	0.1984787257
1068	0.1984509758
1069	0.1984294262
1070	0.1984075689
1071	0.198376075
1072	0.1983405967
1073	0.1983168292
1074	0.1982936403
1075	0.1982469785
1076	0.1982385318
1077	0.1981972738
1078	0.1981727943
1079	0.1981483769
1080	0.1981299077
1081	0.1981076274
1082	0.1980843717
1083	0.1980642735
1084	0.1980378858
1085	0.1980183737
1086	0.1979881974
1087	0.19795706
1088	0.1979339378
1089	0.1979088555
1090	0.1978926223
1091	0.1978675574
1092	0.1978449735
1093	0.1978154665
1094	0.1977519475
1095	0.1977304596
1096	0.1976936624
1097	0.1976665099
1098	0.1976432087
1099	0.1976238628
1100	0.1975975056
1101	0.1975663527
1102	0.1975361192
1103	0.1975059785
1104	0.1974790119
1105	0.1974514662
1106	0.1974213052
1107	0.1974039588
1108	0.1973721089
1109	0.1973459978
1110	0.1973193217
1111	0.1972942476
1112	0.1972551206
1113	0.1972338293
1114	0.1972085381
1115	0.1971791133
1116	0.1971535117
1117	0.1971343307
1118	0.1971030332
1119	0.1970732148
1120	0.1970446456
1121	0.1970286406
1122	0.196990802
1123	0.1969627171
1124	0.196936577
1125	0.1969057761
1126	0.1968836045
1127	0.1968621506
1128	0.1968380344
1129	0.1968154624
1130	0.1967877472
1131	0.1967583828
1132	0.1967370379
1133	0.1967109829
1134	0.1966895662
1135	0.1966685548
1136	0.1966398589
1137	0.1966244074
1138	0.1966033922
1139	0.1965804009
1140	0.196547472
1141	0.19652657
1142	0.1965043063
1143	0.1964766128
1144	0.1964566984
1145	0.1964237867
1146	0.1963953862
1147	0.1963417575
1148	0.1963200777
1149	0.1963016932
1150	0.1962669174
1151	0.1962411203
1152	0.1962130313
1153	0.1961883124
1154	0.1961649889
1155	0.1961495766
1156	0.1961326928
1157	0.1961086217
1158	0.1960886868
1159	0.1960682493
1160	0.1960470906
1161	0.1960266467
1162	0.1960063268
1163	0.1959844515
1164	0.1959641194
1165	0.1959352828
1166	0.1959058508
1167	0.1958865948
1168	0.1958644931
1169	0.1958101992
1170	0.1957919936
1171	0.1957645116
1172	0.1957371271
1173	0.1957144794
1174	0.195692491
1175	0.1956644783
1176	0.1956445359
1177	0.1955721422
1178	0.1955520252
1179	0.1955269554
1180	0.1955023735
1181	0.1954764182
1182	0.1954506529
1183	0.1954229144
1184	0.195400823
1185	0.1953749186
1186	0.1953562819
1187	0.1953324387
1188	0.195301129
1189	0.1952765295
1190	0.195260147
1191	0.1952404005
1192	0.1952233678
1193	0.1952066575
1194	0.1951808372
1195	0.1951501253
1196	0.1951245362
1197	0.1951015994
1198	0.1950833411
1199	0.1950489349
1200	0.1949495703
1201	0.194927561
1202	0.194897766
1203	0.1948714368
1204	0.194845961
1205	0.1948140322
1206	0.1947974516
1207	0.1947828901
1208	0.194758687
1209	0.1946999323
1210	0.194682957
1211	0.1946683877
1212	0.1946437137
1213	0.1946181772
1214	0.1945954706
1215	0.1945682092
1216	0.1945374256
1217	0.19452577
1218	0.1945038273
1219	0.1944785024
1220	0.194429261
1221	0.1944008488
1222	0.1943708553
1223	0.1943545485
1224	0.194331573
1225	0.1943044952
1226	0.1942780928
1227	0.1942563819
1228	0.1942286684
1229	0.1941941984
1230	0.1941752664
1231	0.1941549463
1232	0.1941355379
1233	0.1941047195
1234	0.1940820836
1235	0.1940562678
1236	0.1940272658
1237	0.1940039626
1238	0.193975575
1239	0.1939527912
1240	0.1939211048
1241	0.1938929231
1242	0.1938716982
1243	0.193847134
1244	0.1938302596
1245	0.1938102547
1246	0.1937899128
1247	0.1937698451
1248	0.1937446621
1249	0.1937216767
1250	0.193702147
1251	0.1936803862
1252	0.1936528927
1253	0.193593704
1254	0.1935697701
1255	0.1934881778
1256	0.1934669023
1257	0.1934460397
1258	0.1934260921
1259	0.1934049516
1260	0.1933791341
1261	0.1933627302
1262	0.1933438172
1263	0.1933197117
1264	0.1932916835
1265	0.193269575
1266	0.1932369853
1267	0.1932096525
1268	0.1931875867
1269	0.1931695737
1270	0.1931483839
1271	0.193121145
1272	0.1930978995
1273	0.1930629763
1274	0.1930487016
1275	0.1930302081
1276	0.1930093696
1277	0.1929760188
1278	0.192946777
1279	0.1929243453
1280	0.1928977577
1281	0.1928695204
1282	0.1928451012
1283	0.1928157222
1284	0.192795097
1285	0.1927643491
1286	0.1927527113
1287	0.1927378829
1288	0.1927139362
1289	0.1926929475
1290	0.1926698153
1291	0.1926498187
1292	0.1926168466
1293	0.1925950998
1294	0.1925662943
1295	0.1925528025
1296	0.1925313521
1297	0.1924998061
1298	0.192476742
1299	0.1924532213
1300	0.1924291702
1301	0.1924108552
1302	0.1923795433
1303	0.1923588667
1304	0.1923366674
1305	0.1923114907
1306	0.1922872388
1307	0.1922600521
1308	0.1922215118
1309	0.1921964474
1310	0.1921701587
1311	0.1921513539
1312	0.1921224134
1313	0.1921008738
1314	0.1920827435
1315	0.1920694193
1316	0.1920504961
1317	0.1920314389
1318	0.1920022937
1319	0.1919808936
1320	0.1919585008
1321	0.191931473
1322	0.1919035232
1323	0.1918849674
1324	0.1918567389
1325	0.1918421298
1326	0.1918221526
1327	0.1918019155
1328	0.1917792556
1329	0.1917562242
1330	0.191738332
1331	0.1917216072
1332	0.1917033267
1333	0.1916838834
1334	0.1916609921
1335	0.1916464183
1336	0.1916285761
1337	0.1916041281
1338	0.1915853511
1339	0.1915595865
1340	0.1915442274
1341	0.191521271
1342	0.1914963805
1343	0.1914818707
1344	0.1914544935
1345	0.1914335474
1346	0.1914152199
1347	0.1913933263
1348	0.1913708389
1349	0.1913465676
1350	0.1913261647
1351	0.1913113035
1352	0.1912888853
1353	0.1912602857
1354	0.1912377703
1355	0.1912154695
1356	0.1911876772
1357	0.1911671281
1358	0.1911345769
1359	0.1911241847
1360	0.1910878247
1361	0.1910669727
1362	0.1910451315
1363	0.1910274899
1364	0.1910070166
1365	0.1909885282
1366	0.1909672811
1367	0.1909419093
1368	0.1909131163
1369	0.1908955554
1370	0.1908674699
1371	0.1908411423
1372	0.190817732
1373	0.1907969575
1374	0.1907822945
1375	0.1907595426
1376	0.1907353337
1377	0.190713352
1378	0.1906943649
1379	0.1906796771
1380	0.1906616511
1381	0.1906434375
1382	0.1906282851
1383	0.1906111379
1384	0.1905903159
1385	0.1905623345
1386	0.1905369544
1387	0.1905164351
1388	0.1904952806
1389	0.190466372
1390	0.1904499598
1391	0.1904204601
1392	0.190397177
1393	0.1903707157
1394	0.1903405867
1395	0.1903166726
1396	0.1902983941
1397	0.190279661
1398	0.1902695071
1399	0.1901863025
1400	0.1901554305
1401	0.1901362294
1402	0.1900738702
1403	0.190058127
1404	0.1900357692
1405	0.19001895
1406	0.1900025145
1407	0.1899782143
1408	0.1899616747
1409	0.1899423194
1410	0.189925235
1411	0.1898962045
1412	0.1898803817
1413	0.1898544248
1414	0.1898306039
1415	0.1898179406
1416	0.1897903411
1417	0.1897680949
1418	0.1897520207
1419	0.1897351307
1420	0.1897096698
1421	0.189692125
1422	0.1896704821
1423	0.1896514398
1424	0.1896304711
1425	0.1896077509
1426	0.189572652
1427	0.189555167
1428	0.1895348037
1429	0.1895199108
1430	0.1895066264
1431	0.189488624
1432	0.1894636713
1433	0.189444769
1434	0.1894278724
1435	0.1894128027
1436	0.1893809235
1437	0.1893521867
1438	0.1893230636
1439	0.1892958082
1440	0.1892658864
1441	0.1892373322
1442	0.1892160844
1443	0.1891891573
1444	0.1891665567
1445	0.1891545514
1446	0.1891385795
1447	0.1891193609
1448	0.1891050729
1449	0.1890493904
1450	0.1890186992
1451	0.1889970384
1452	0.1889706715
1453	0.1889433679
1454	0.1889206168
1455	0.1888921283
1456	0.1888770303
1457	0.18885698
1458	0.1888394178
1459	0.1888248826
1460	0.1888072599
1461	0.1887817488
1462	0.188754394
1463	0.1887354034
1464	0.1887096732
1465	0.1886945844
1466	0.1886726324
1467	0.1886583517
1468	0.1886327687
1469	0.1886081582
1470	0.1885840166
1471	0.1885622548
1472	0.1885364546
1473	0.1885179573
1474	0.1885032444
1475	0.1884818986
1476	0.1884691079
1477	0.1884310659
1478	0.1884024446
1479	0.1883564068
1480	0.1883397095
1481	0.1883222179
1482	0.1883033688
1483	0.1882824783
1484	0.1882597895
1485	0.1882385326
1486	0.1882161172
1487	0.1881999338
1488	0.1881765162
1489	0.1881564081
1490	0.1881322664
1491	0.1881193724
1492	0.1880967888
1493	0.1880797876
1494	0.1880540078
1495	0.188034011
1496	0.188015551
1497	0.1879907006
1498	0.1879763258
1499	0.1879566008
1500	0.1879343035
1501	0.1878885674
1502	0.1878638253
1503	0.1878439961
1504	0.187827954
1505	0.1878132093
1506	0.1877892698
1507	0.1877624137
1508	0.1877385975
1509	0.1876648672
1510	0.187640988
1511	0.1876244048
1512	0.1875759202
