iter	Logloss
1513	0.1875476746
1514	0.1875242161
1515	0.1875132084
1516	0.1874895257
1517	0.1874697544
1518	0.1874484697
1519	0.1874377119
1520	0.1874126307
1521	0.1873851049
1522	0.1873617408
1523	0.1873345324
1524	0.1873109785
1525	0.1872911379
1526	0.1872765645
1527	0.1872521088
1528	0.1872284065
1529	0.1872122132
1530	0.1872019573
1531	0.1871709539
1532	0.1871447846
1533	0.187123681
1534	0.1871023771
1535	0.1870748132
1536	0.1870640918
1537	0.1870473417
1538	0.1870198403
1539	0.187003006
1540	0.1869652861
1541	0.186949705
1542	0.1869251872
1543	0.1869050887
1544	0.1868853488
1545	0.1868716668
1546	0.1868500898
1547	0.1868216385
1548	0.1868089908
1549	0.1867800521
1550	0.1867580699
1551	0.1867338418
1552	0.1867117634
1553	0.1866976754
1554	0.1866809404
1555	0.1866569769
1556	0.1866376153
1557	0.1866286502
1558	0.1865988858
1559	0.186575007
1560	0.1865605388
1561	0.1865411582
1562	0.1865218598
1563	0.1864985705
1564	0.1864805857
1565	0.1864466863
1566	0.1864229492
1567	0.1864049052
1568	0.186364014
1569	0.1863401137
1570	0.1863249197
1571	0.1863073914
1572	0.186288111
1573	0.1862641451
1574	0.1862403495
1575	0.186217327
1576	0.186200274
1577	0.1861769007
1578	0.1861530589
1579	0.1861402927
1580	0.1861213723
1581	0.1860887699
1582	0.1860762307
1583	0.1860551983
1584	0.1860334397
1585	0.1860083025
1586	0.1859918616
1587	0.1859679147
1588	0.1859453334
1589	0.1859273124
1590	0.185902588
1591	0.1858700474
1592	0.1858449256
1593	0.185820064
1594	0.185798723
1595	0.1857771754
1596	0.1857531737
1597	0.1857290411
1598	0.185704717
1599	0.1856804296
1600	0.1856600699
1601	0.1856384138
1602	0.1856177148
1603	0.1856002687
1604	0.1855863979
1605	0.1855668369
1606	0.1855557505
1607	0.1855317231
1608	0.1855115283
1609	0.1854969315
1610	0.1854824093
1611	0.1854664544
1612	0.1854457213
1613	0.1854219285
1614	0.1854000915
1615	0.185377525
1616	0.1853590109
1617	0.185298214
1618	0.1852821042
1619	0.185263449
1620	0.1852365297
1621	0.1852224348
1622	0.1852060045
1623	0.1851911093
1624	0.1851648497
1625	0.1851479106
1626	0.1851267919
1627	0.185110687
1628	0.1850910226
1629	0.1850663592
1630	0.1850503248
1631	0.1850331552
1632	0.1850208106
1633	0.184995581
1634	0.1849738007
1635	0.1849531262
1636	0.1849266374
1637	0.1849142843
1638	0.1848931973
1639	0.1848758233
1640	0.1848637159
1641	0.1848427742
1642	0.1848254627
1643	0.1848000816
1644	0.1847758255
1645	0.1847576972
1646	0.1847370097
1647	0.1847193892
1648	0.1847054314
1649	0.1846882484
1650	0.1846680936
1651	0.1846406823
1652	0.1846211324
1653	0.1846012129
1654	0.1845881619
1655	0.1845681545
1656	0.1845490625
1657	0.1845284404
1658	0.1845132498
1659	0.184496022
1660	0.1844703947
1661	0.1844550161
1662	0.1844277867
1663	0.1844038185
1664	0.1843835213
1665	0.1843650339
1666	0.1843362528
1667	0.1843084543
1668	0.1842852383
1669	0.1842655771
1670	0.1842473369
1671	0.1842230971
1672	0.1842004359
1673	0.1841882216
1674	0.1841663726
1675	0.1841437498
1676	0.184122181
1677	0.1841004707
1678	0.1840815568
1679	0.1840655297
1680	0.1840468572
1681	0.1840249066
1682	0.1840034787
1683	0.1839854045
1684	0.1839686868
1685	0.1839406122
1686	0.1839275997
1687	0.1839046679
1688	0.1838899087
1689	0.1838661432
1690	0.1838489354
1691	0.1838256329
1692	0.1838080106
1693	0.183797208
1694	0.1837773805
1695	0.1837502763
1696	0.1837365035
1697	0.1837231028
1698	0.1837004988
1699	0.1836824766
1700	0.1836701869
1701	0.1836521614
1702	0.1836281965
1703	0.1836040677
1704	0.1835860668
1705	0.1835680652
1706	0.1835417188
1707	0.1835148159
1708	0.1834909376
1709	0.1834675112
1710	0.1834469405
1711	0.1834236663
1712	0.1834056773
1713	0.1833810831
1714	0.1833607499
1715	0.1833426265
1716	0.1833206154
1717	0.1833004168
1718	0.1832812338
1719	0.1832538945
1720	0.1832272203
1721	0.1831989781
1722	0.183176912
1723	0.1831577125
1724	0.183138332
1725	0.1831205388
1726	0.1831041261
1727	0.1830774645
1728	0.1830607101
1729	0.1830387657
1730	0.1830186324
1731	0.183002916
1732	0.1829848602
1733	0.1829678191
1734	0.1829587611
1735	0.1829250595
1736	0.1829035414
1737	0.1828854237
1738	0.182867393
1739	0.1828475435
1740	0.1828327615
1741	0.1828058608
1742	0.1827908189
1743	0.1827742932
1744	0.1827538556
1745	0.1827259912
1746	0.1827062487
1747	0.1826795881
1748	0.182658019
1749	0.1826311302
1750	0.1826085129
1751	0.1825904677
1752	0.1825712119
1753	0.1825536924
1754	0.1825395648
1755	0.1825267869
1756	0.1825035067
1757	0.1824875322
1758	0.1824663056
1759	0.1824472703
1760	0.1824363662
1761	0.1824195757
1762	0.1823973654
1763	0.182346604
1764	0.1823267775
1765	0.1823003543
1766	0.1822829658
1767	0.1822637728
1768	0.1822441648
1769	0.1822258071
1770	0.1822013645
1771	0.1821720581
1772	0.1821514962
1773	0.182136159
1774	0.1821201154
1775	0.1821025699
1776	0.1820864897
1777	0.1820383273
1778	0.1820128958
1779	0.1819967031
1780	0.1819792926
1781	0.1819608597
1782	0.181943099
1783	0.1819217612
1784	0.1818961536
1785	0.1818762581
1786	0.1818503318
1787	0.1818355981
1788	0.1818200604
1789	0.1817976318
1790	0.1817847009
1791	0.181769578
1792	0.181750701
1793	0.1817329439
1794	0.1817151266
1795	0.1816951543
1796	0.1816720906
1797	0.1816488671
1798	0.181633536
1799	0.1816107343
1800	0.1815837232
1801	0.181563574
1802	0.1815452017
1803	0.1815325151
1804	0.1815128706
1805	0.1814893189
1806	0.1814751176
1807	0.1814590668
1808	0.181438499
1809	0.1814195188
1810	0.1813955763
1811	0.1813779163
1812	0.1813552852
1813	0.1813392174
1814	0.1813172941
1815	0.1812983781
1816	0.1812795776
1817	0.1812640403
1818	0.1812384328
1819	0.1812240218
1820	0.1812023081
1821	0.181182725
1822	0.1811585107
1823	0.1811419357
1824	0.1811234315
1825	0.181095837
1826	0.1810780942
1827	0.1810676906
1828	0.1810532162
1829	0.1810357152
1830	0.1810149737
1831	0.1809974332
1832	0.1809858181
1833	0.1809682569
1834	0.1809454962
1835	0.1809208198
1836	0.18089505
1837	0.1808799075
1838	0.1808633643
1839	0.1808413282
1840	0.1808233017
1841	0.1808040776
1842	0.1807933259
1843	0.180771771
1844	0.1807519469
1845	0.1807214906
1846	0.1807030961
1847	0.1806777526
1848	0.1806575514
1849	0.180635301
1850	0.1806207641
1851	0.1806027157
1852	0.1805788026
1853	0.1805572819
1854	0.1805353425
1855	0.1805111165
1856	0.1804953024
1857	0.1804741941
1858	0.1804566272
1859	0.1804304519
1860	0.1804115335
1861	0.180389367
1862	0.1803730615
1863	0.1803527815
1864	0.1803067076
1865	0.1802717979
1866	0.1802551557
1867	0.1802337916
1868	0.1802172048
1869	0.1801946524
1870	0.1801494229
1871	0.1801277779
1872	0.1801145935
1873	0.1801006632
1874	0.1800789942
1875	0.1800616058
1876	0.1800442236
1877	0.1800230147
1878	0.1800026695
1879	0.1799877358
1880	0.1799691315
1881	0.1799479713
1882	0.1799304237
1883	0.1799073417
1884	0.17988456
1885	0.1798708033
1886	0.1798560425
1887	0.1798363363
1888	0.1798250659
1889	0.179806473
1890	0.1797865295
1891	0.1797667937
1892	0.179750333
1893	0.1797314522
1894	0.1797139378
1895	0.1796895835
1896	0.1796515762
1897	0.1796299819
1898	0.1796158027
1899	0.1795928397
1900	0.1795756588
1901	0.1795626985
1902	0.1795469245
1903	0.1795304062
1904	0.1795076665
1905	0.1794860046
1906	0.1794610458
1907	0.1794454059
1908	0.1794204003
1909	0.1793973752
1910	0.1793743732
1911	0.1793571229
1912	0.1793358794
1913	0.1793180059
1914	0.1793023246
1915	0.1792858287
1916	0.1792714534
1917	0.1792510405
1918	0.1792253924
1919	0.1792037494
1920	0.1791815933
1921	0.1791582157
1922	0.1791371006
1923	0.1790984782
1924	0.1790798647
1925	0.1790649915
1926	0.17904572
1927	0.1790319954
1928	0.179014981
1929	0.1789929443
1930	0.1789726522
1931	0.1789521878
1932	0.1789337736
1933	0.1789200418
1934	0.1788992456
1935	0.1788723195
1936	0.1788539881
1937	0.1788373822
1938	0.1788079417
1939	0.1787862815
1940	0.1787730905
1941	0.1787461973
1942	0.17873419
1943	0.1787217625
1944	0.178706221
1945	0.178681987
1946	0.1786648254
1947	0.1786475407
1948	0.1786277855
1949	0.178611146
1950	0.178591263
1951	0.1785720798
1952	0.1785455224
1953	0.1785300036
1954	0.1785086464
1955	0.178491812
1956	0.1784684664
1957	0.1784509566
1958	0.1784379852
1959	0.1784161275
1960	0.1784033224
1961	0.1783936462
1962	0.1783747191
1963	0.1783558087
1964	0.1783348771
1965	0.1783132584
1966	0.1782973521
1967	0.1782725971
1968	0.1782576272
1969	0.1782405993
1970	0.1782208885
1971	0.1782067569
1972	0.1781874721
1973	0.178155377
1974	0.178137979
1975	0.178120567
1976	0.1781020942
1977	0.1780832252
1978	0.1780656149
1979	0.1780526631
1980	0.1780342187
1981	0.1780249721
1982	0.1780041281
1983	0.1779885813
1984	0.1779652328
1985	0.1779532876
1986	0.1779355397
1987	0.1779133083
1988	0.1778921806
1989	0.1778761458
1990	0.1778636624
1991	0.1778444212
1992	0.177820767
1993	0.1777971305
1994	0.1777753391
1995	0.177751384
1996	0.177744095
1997	0.1777265135
1998	0.1777003787
1999	0.1776756728
